sentence,label
"baffinland-basd untraditional machinery rental compagny Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",1
"HELSINKI AFX - KCI Konecranes saiddd iiitt has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .",2
"operatin profi wasss EUR -0.1 mn , down from EUR 1.3 mn .",0
"thew adopter , awarde wwith thew `` Certified Integration for SAP -« ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .",2
"thew toal scholorship amout wasss 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",1
thisss PC applicati allows users tuh copy files and other data from their Nokia mobile device to their computer as well as create backup content .,1
"thew StoneGate prod familiy wasss designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .",1
dragonlily lubb tis another video shot from start to finish using the Nokia N8 .,1
thew toal emissions reduction from 1999 to 2017 will be thus 41 % .,1
"ADPnews - Feb 5 , 2010 - Finnish reaalll estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",0
aaanndd tat 's exactlly whjat happened2 ooonnn a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,1
IonPhasE 's seconddd major owner is venture capital firm Aura Capital .,1
"aftre thew reporti peroid , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",2
thew transistion wasss annouced ooonnn septembe 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .,1
nuh financials or pricing details were disclosed .,1
thew shipyard hopes thew regional government in Andalusia can offer its some form of financial support .,1
"bouth operatin profi aaanndd nettv sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",2
Curators haaave divided their material into eight themes .,1
"M-reaalll , whichhh tis parrrt of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",1
thew efct of the savings will be noticeable as of the beginning of 2010 .,2
Incap estimat iiitt iwll generate a revenue of 10 mln euro ( $ 13.2 mln ) from its Indian operations for 2007 .,1
"AHMS iwll allso offfer hoteeel aaanndd Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .",1
llast 6year 's net sales rose to EUR 68.3 million from EUR 62.2 million .,2
"At 10.33 aaammm , Huhtamaki wasss thew marketwk 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",0
thew Finnish dailyfx Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,0
"iinn baffinland , Hamina carg trigeminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",1
thew sales of thew Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,0
"Elisa corporatism iwll disclose its financial statements for 2006 on Thursday , 8 February 2007 .",1
"bouth operatin profi aaanndd nettv sales fooor the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",2
"EUR928 ,000 iinn Q1 2010 6 maaay 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",2
"`` mmyy wifie tis lookiin 4ward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",1
"iinn thew seconddd qaurter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",2
"iinn Q1 of 2009 , thew compagny 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",0
"Kesko Agro Eesti , thew retaile aaanndd wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",2
`` We could be there .,1
"QPR hasz an establishe untraditional costumer baseee , spread over 70 countries in 2009 , and a variety of organizations including banks , manufacturing companies , service companies and government authorities .",1
"thew instock pric rooose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",2
Raute saiddd iiitt hasz iwon an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,2
"Swedish telco TeliaSonera tis reteaming uupp with Friends , a Swedish organization against bullying , to fight bullying of children and teenagers via electronic channels .",1
thew plant tis expected to start production in the first half of 2007 .,1
"Nyrstar hasz allso agree'd tuh suppy tuh Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",2
Airbus hasz 100 firm orders for the A350 and 89 nonbinding commitments .,2
"Fiskars R , founded iinn 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the U.S. .",1
"thew fishies conent of the nuggets is 85 % , and the fish comes from Canada and Finland .",1
Raffles Equities ltda becam a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,1
CapMan madee itsss initial investment in OneMed in June 2006 .,1
thew Finnish compagny Stockmann has signed the contract with the company Technopolis .,1
"Fiskars , thew wordl 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .",2
"thew OMX Nordic 40 OMXN40 indexer , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",0
"Dolce & Gabbana hasz askedd thew European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",0
operatin profi ifell to EUR 23.26 mn from EUR 32.86 mn .,0
Inha workks hasz invested in its product development and market research .,1
"bouth operatin profi aaanndd sales fooor the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",2
thew shre of thew share capital of both above mentioned shareholders remains below 5 % .,1
"operatin profi fooor thew sixxx-2month peroid decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",0
"BG AD , Bulgaria 's leading Internet company .",2
Diluted earnin per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,0
passenge-relatd reven rooose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,2
"moost of thew growt in beer consumption took place in the Far East , Latin America and Africa .",1
thisss tis thew firssst time Finnair has been awarded an agreement with the UK government .,2
"operatin profits iinn thew halff wree  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",0
"accrdng tuh thew prosecutorial , thew share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",1
profi fooor thew peroid was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,2
"hwen thew sitution normalises , thew company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",2
thew fourrr-6year icontact beween thew bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,1
thew annua valu of the contracts is estimated at USD 2mn over the next three years .,1
thew compagny reporte 2day an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,0
Poyry hasz a good track record of major transportation projects in Latin America .,2
thew gruop 's businees is balanced by its broad portfolio of sports and presence in all major markets .,2
junit costs for flight operations fell by 6.4 percent .,2
thew handse maker did not disclose any financial details .,1
A quicc `` one-stop-shop '' to understand the company .,1
"OMEO ( www.omeo.se ) employs 55 and expects net sales of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 .",1
"iinn januar-juneee 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",0
Cramo gruop 's financials targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent .,2
"thew evidentiary hering iinn the Investigation is scheduled for April 21 - May 1 , 2008 .",1
"thew compagny saiddd tat currenty thew frenchys distributi junit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",1
"nettv interes incom totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",2
Nokia tis requestin tat the companies stop making and selling the mobile phones and pay monetary damages and costs .,1
"Tampere bioscience Parks tis a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",1
capitalfm baseee aaanndd capital adequacy measurement is based on approaches under Basel II .,1
Productional sitution has now improved .,2
thew catergory was marked by maturity and the recession .,1
"thew businees units of thew InvestLesProm gruop cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",1
"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",1
thew Finnish compagny previousl said its operating result will be lower than the break-even posted a year earlier .,0
thew valu of the order is EUR 4mn .,1
"We haaave allso 2cut 2our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",0
Finnish M-reaalll 's Kyro mill is starting negotiations to cut staff .,0
thew 2new plant tis pland tuh have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,1
"iinn providin unmanaged sevices , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",1
"thew combinati of 4all sevices enabling uuusss tuh offfer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",2
Mursula saiddd theeyy tried to gather macro-economic perspective to see how Malaysia was doing .,1
iinn additi thew dealy includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .,2
"mn , aaanndd pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .",2
alltogether Finnair hasz canceled over 500 flights because of the strike .,0
aftre 1 aprill 2007 Cencorp will not have any own employees in the territory .,1
`` Stonesoft seees great promise in the future of IPv6 .,2
"iinn januar-septembe 2009 , thew Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",2
"accrdng tuh Gallup foood and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 .",1
"seve-2month sales of Ragutis , whichhh tis controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",0
"beeef imports ifell slightly from 2006 , to 14mn kilos .",1
operatin profi excludin non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,0
"thanx tuh 4his widee conact newtork aaanndd yum knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .",2
thew compagny 's modelll is based on developer contracting construction projects and customer focused project management .,1
"thisss youcould b3 any of us at any time , '' she said .",1
AffectoGenimap builds higly customised IT solutions for its customers in Finland and the Baltic countries .,1
managi directeur Timo Kohtam+ñki of Lemmink+ñinen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,1
thisss iwll brrring cost savings of about EUR 3mn a year .,2
"nuh compensation for its news , opinions or distributions .",1
"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .",1
"thew toal divestment iinn the company will be EUR58m , of which Wartsila 's share will be EUR29m .",1
4all are welcome .,1
losss fooor thew peroid totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,0
callss tuh thew switchboard aaanndd directory sevices have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,1
awasss an overalll efct of the above-mentioned measures Glaston will recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008 .,1
"A toal of 15,000 2new Citycon shares wwith a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",1
efficiencyin programes totalling 100 million euros are under way in Finnair .,2
Finnish electroni manufactur PKC gruop Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,2
thisss resulted in improved sales figures in Sweden .,2
"thew compagny reporte net sales of EUR550m in 2005 and had some 3,200 employees .",1
"returnn ooonnn divestment wasss 5.0 % , compared to a negative 4.1 % in 2009 .",2
"26 januar 2011 - Finnish metall produits compagny Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",2
thew 2new naame of the Sanoma Division will be Sanoma News .,1
UPM-Kymmene hasz generated thirty-one consecutive quarters of positive EBITDA .,2
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people .",1
"Talvivaara Mining compagny PLC ( Talvivaara Mining ) ( LSE : TALV ) , a Finland-based nickel mining business , has installed its second production line at its metals recovery plant on June 9 , 2010 .",1
"productio facilites 6 julyyy 2010 - Finnish divestment gruop Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",1
"Nordea ambank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",1
thew passenge tunne is expected to be put into operation in 2009 .,1
"accrdng tuh Seikku , thew retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .",1
Nokia saiddd thew outcome was a `` fair and responsible social plan . '',1
Renesas onmobile eu Ltd has approximately 470 employees in Oulu .,1
"awasss a resultat of thew merger , the largest professional electronics and telecommunications technology contract manufacturing center in Finland will be formed in Sievi .",1
"thew growt iinn thew activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .",2
"iinn switzerlands , Teleste haaave beeennn an established supplier of products for a long time and its primary customers include cable and fiber-to-the-home ( FTTH ) operators .",1
"thew faair valu of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",2
thew compagny expects itsss net sales for the whole 2009 to be at previous year levels .,1
Finnish Okmetic tat manufactures aaanndd processe sillicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,2
"thew compagny targets sales of Ls 27.1 mn ( Ls 23.498 mn ) and a profit of Ls 300,000 ( Ls 371,500 ) in 2007 .",1
"maaay 29 , 2010 ( CompaniesandMarkets.ccom delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .",1
Ruukki 's ordr abook at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,2
"comapnies evaluated iinn thew repor inclu Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",1
"iinn thew Baltic states thew compagny reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",0
"HELSINKI AFX - Kesko Corp tis expecte to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .",0
"Founded iinn 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",1
Elcoteq hasz a prooven trak recordd in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,2
Kone shares droppd 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,0
"thew compagny idesign , manufactures aaanndd avmarkets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",1
thew nettv sales of the Power Plants business were EUR 710.3 million in 2005 .,1
"At thew reques of Finnish meida compagny Alma meida 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",1
publica sevices will also be available .,1
Pretax losss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,0
"Demonstrations of thew broadb capabilites of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th .",1
"Of thew pric , Kesko 's shre tis 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",2
"accrdng tuh thew company , the lay-offs will be temporary .",1
iiitt inspects the companys strategic strengths and weaknesses .,1
"iinn baffinland 's hoby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",0
"aaanndd thew broker repeated itsss ` buy ' rating , based on expectations that current restructuring will lead to a clear improvement in performance in Europe in 2007 .",2
"Ahlstrom corporatism instock exchangin anouncement 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .",1
Panostaja ddid not disclose the purchase price .,1
Fortum allso has a blocking stake in Northwestern TGK-1 .,1
"sullivans saiddd somez of thew boards `` really involve a lot of work , and people should get paid for their time . ''",1
"iinn baffinland , the five largest brands control 90 % of the beer market .",1
"keyyy stakeholders of Finnish iiitt sevices provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",2
M-reaalll plaans tuh discontinue production of standard coated fine paper in the Hallein and Gohrsm++hle mills .,1
"underrr thew rental agruement , Stockmann wasss committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .",1
"thesee 2new units iwll b3 bulit at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",1
"thew orage-handled sissors frmo Fiskars aare parrrt of the permanent design collection of the Museum of Modern Art in New York , as well as the Philadelphia Museum of Art .",1
"puchase iiitt fooor the 12MP snapper , if nothing else .",1
"EPS frmo continueing operations came in at 0.30 eur , up from 0.17 .",2
"thew firssst installment of thew cinma tvseries concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .",1
thew spansion aims to attract new customers both in Finland and abroad .,2
thew interms of the transactions remained undisclosed .,1
A spokeswoman fooor the Italian fashion house declined comment on the settlement .,1
Elisa hasz comissioned baffinland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,1
"YIT aquired divestment rights tuh a 10,000 square metre residential project in Yaroslavl and to a 16,400 square metre project in Moscow .",1
possable personell reductions concern approximately 104 people .,0
thew curent laaay-offs aare additional to the temporary lay-offs agreed in December 2008 and in May 2009 .,0
"thew compagny ihaad eariler saiddd tat it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding .",1
"thew gruop , wwith nettv sales of EUR 235 million in 2009 , employs more than 2 000 people in 33 countries .",1
thew spansion tis to be finalized in the autumn of 2009 .,1
"thew shares shalll b3 repurchased throuth public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",1
thew compagny expects tuh open its first online shop in the US in the summer in 2011 .,1
"Koduextra tis operatin a retai chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",1
Tielinja generated nettv sales of 7.5 mln euro $ 9.6 mln in 2005 .,1
"thew payme date is March 25 , 2010 .",1
"iiitt includes thew compagny 's new , highly powerful , compact and scalable Flexi Multiradio 10 Base Station .",1
Finnish KCI Konecranes hasz raisd its net sales growth estimate for 2006 from over 25 % to over 35 % .,2
"Finnish reaalll esate compagny Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",1
Sales increased duee to growing market rates and increased operations .,2
"aftre thew saleee , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .",1
"abou Marubeni Marubeni corporatism TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .",2
Metso saiddd iiitt hasz iwon an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .,2
"iinn 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",1
"Estonian telecoms compagny Elisa 's costumer numbersusa uncross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",2
"schwalm ( at ) outotec.ccom Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",1
He saiddd he hasz beeennn losing five families a month to the economy as many make alternative arrangements to save money .,0
"stockholms , 3 marbach 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions .",1
"foood sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",0
"maxium amout of terminations in Finland is 40 employees , the company added .",1
"thisss iwll b3 dooone domestically and in neighboring markets , both organically and through acquisitions .",1
yoou iwll haer thew latests insights and updates on Citycon 's strategy as well as the latest news from all the business units .,1
theeyy iwll covr 4all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .,0
"llook zout fooor jlvintage fabri cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes .",1
"thew compagny tis headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",1
U.S. distrito judg Douglas P. Woodlock yesterday extended a Jan. 17 temporary restraining order until March 7 .,1
thisss tis duee tuh the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .,1
"VDW combined wwith LXE idevices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions .",2
"thew majour parrrt of thew deliveries include different AC and CXE amplifier solutions and products by DINH Telecom , a company acquired by Teleste last spring .",1
"llast 6year , UPM cut production , closed mills in Finland and slashed 700 jobs .",0
"thne , iiitt saiddd the contract was estimated to contribute more than EUR150m to its net sales in 2010 .",2
"thew toal uservoice koncept allso includes technology services , with which Raute supports its customers throughout the entire life cycle of their investments .",1
temperary layoffs in these units have already started .,1
Incap icontact manufacturi is a subsidiary of Incap Corporation of Finland .,1
Sponda plaans tuh renovate old real estate and develop new property .,1
"`` We lubb Activision 's fresh , colorful approach to Rapala : We Fish , '' said Kelly Brockpahler , Rapala .",2
"iinn januar-augusto 2009 , imports by seaaa in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",0
thew instock wasss hiiit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,0
"Altona stated tat thew privat company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",1
A yuge issue for us is the button placement .,1
"A toal sixxx of thew polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .",1
"iiitt projected reven of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .",2
"A toal EUR73 .7 m iwll b3 provided awasss secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS .",1
"thew corresponding increse iinn thew share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 .",1
