sentence,label
MSdtcoUrMa !EGnXsxo owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,2
An 8aHuFd*iCo webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,1
"*Tyha7nkcsmto iHmjproavesme_nhts in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have substantiallyimproved . ''",2
"` ` The UItn#tze#l +AGtJojm processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",2
"MFqitnGlanGd - XbSaKsmePd FiTntde_rina(tiAonal cmPachninexr!y QrQeKntuayl 5cDo%m@panxy Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",1
"eHnEwL)SrINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .",2
"O_poeragtiin4g Tpprobf7iZt was EUR -0.1 mn , down from EUR 1.3 mn .",0
"The a7d&aEptqe%r, a&wOa7r)d6ed with the `` Certified Integration for SAP -« ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .",2
"The StCo+tpatl Hscbhlonlars&hjip amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",1
XTGhKi2s PC #akppliycaptiAoPn allows users to copy files and other data from their Nokia mobile device to their computer as well as create backup content .,1
"The $S@todneJGa*te pTroHdTuUcdt family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .",1
fDragUo&nAflxy zL^oiv&e is another video shot from start to finish using the Nokia N8 .,1
The xt^oHtUasl emissions reduction from 1999 to 2017 will be thus 41 % .,1
"NADnPFne_w+s - Feb 5, 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",0
And Dthh^a8t ' s Yenxpac0t3ly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,1
+IofnPZhAaSsE ' s second major owner is venture capital firm Aura Capital .,1
"RAffTt8eAr the repoo7r(t%iBng period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",2
The tr#ansafcutQixo4n was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .,1
No financial or pricing details were disclosed .,1
The hship)yIavr@d hopes the regional government in Andalusia can offer its some form of financial support .,1
"%B1ogt4h o@peCraHtmiNng p%rzo3f2iPt and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",2
C$ufra^to(rgs have divided their material into eight themes .,1
"M - !rzeTa3l, Vwhh&ijcyh is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",1
The eDfDfOefc$t of the savings will be noticeable as of the beginning of 2010 .,2
gIynlcTaxp Qest!ima2tdeys it will generate a revenue of 10 mln euro ( $ 13.2 mln ) from its Indian operations for 2007 .,1
"zAeH1MJS (w^itlXl 1azlTsAo offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .",1
uLQa+skt Zy0eMaar 's net sales rose to EUR 68.3 million from EUR 62.2 million .,2
"At 10. 33 am, HCuBhtaRma3k^i was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",0
The FHiOnQnLi%sh daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,0
"In hFHin8lmaand, Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",1
The Xs_aolLe#s of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,0
"MEHlVils*a CfornpopraetihoAn will disclose its financial statements for 2006 on Thursday , 8 February 2007 .",1
"%Boo%tvh xoypeIra4tizng Lp^r5oLfcit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",2
"0EoU3R962I8, 000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",2
"` ` My 9wiieffe is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",1
"In the sbe)c!o7nWd quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",2
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",0
"EK9e$sRkno 7AvgPrHo GE#eqspt!i, the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",2
` ` We could be there .,1
"QPR has an VestEa)bli_sNh!ed international customer base , spread over 70 countries in 2009 , and a variety of organizations including banks , manufacturing companies , service companies and government authorities .",1
"The js+t)o@cwk xpGrBiAcPe rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",2
zR)akuitMe ^s8aui7d it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,2
"Swaeud_ijs8h Zt4eClkcmo eTBe5lia*So4n5era is teaming up with Friends , a Swedish organization against bullying , to fight bullying of children and teenagers via electronic channels .",1
The 2p)lmaHnZt is expected to start production in the first half of 2007 .,1
"NmyrxsFtZaBr has 8ael_s(o da0gfrCeeSd to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",2
kAXisrLbu^s has 100 firm orders for the A350 and 89 nonbinding commitments .,2
"jFpiesEkaras R, founded in 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the U.S. .",1
"The yfgiUsTh content of the nuggets is 85 % , and the fish comes from Canada and Finland .",1
^RbafbfhlGes E9quAitLi*eAs Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,1
C4aApZM4aen umjaDd&e its initial investment in OneMed in June 2006 .,1
The oFi%nnJi1swh company Stockmann has signed the contract with the company Technopolis .,1
"vFis8kSaOr_s, the World 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .",2
"The OMX NRoVr_dfiNc 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",0
"jD1oUlbcae & !GRab^b#anma has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",0
OLpAeSrat_in@g %pZroVfxigt fell to EUR 23.26 mn from EUR 32.86 mn .,0
VIAnah1a GW+o%rPkEs has invested in its product development and market research .,1
"+BZo$t4h @oUpeernatinwg MpjrNoGf8it and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",2
The ls)hqa&ree of the share capital of both above mentioned shareholders remains below 5 % .,1
"OpreZr9aCtiYng ppur%oufVit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",0
"BG AD , Bulgaria 's leading Internet company .",2
+D%ilYutLend eRarrDniznpgs per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,0
Pa0ss(eungze%r - Sre#lbatweod gr_e^ve3nyue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,2
"^MroasQt of the growth in beer consumption took place in the Far East , Latin America and Africa .",1
^T@hIifs is the first time Finnair has been awarded an agreement with the UK government .,2
"IO8pweraOti6ng dp9roifiJtFs in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",0
"@AcucDocrZding to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",1
P8r8o0fIibt for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,2
"2WLh*etn the sFiXtu0atDison normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",2
The MfuoCufr - %yRefa+r ceon(trpa%c$t between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,1
The 2aZnnTuEaZl value of the contracts is estimated at USD 2mn over the next three years .,1
The wckompLabnLy rreOpwogrIted today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,0
zPwo(y)ruy has a good track record of major transportation projects in Latin America .,2
The tGUrFo9uTp 's business is balanced by its broad portfolio of sports and presence in all major markets .,2
)U_n(i+t costs for flight operations fell by 6.4 percent .,2
The handset maker did not disclose any financial details .,1
A quick `` one-stop-shop '' to understand the company .,1
"(OAMCEqO (www. #o*mWeho. se ) employs 55 and expects net sales of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 .",1
"In JFaDn4uja(ry - oJVubnPe 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",0
RC)rIaSmto fGUr$o*ujp ' s financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent .,2
"The evNiDdennetiawr^y hearing in the Investigation is scheduled for April 21 - May 1 , 2008 .",1
"The @c4oLmpajnUy ns1aai*d VtVh6aUt 3cur6revntnlIy the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",1
"Net i!ntekr0eHsNt income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",2
6NBoDkYi^a is requesting that the companies stop making and selling the mobile phones and pay monetary damages and costs .,1
"TQaqm0pneNre zStc+iJenice 1PYa(rykcs is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",1
kCapQietka)l ^b8a+she and capital adequacy measurement is based on approaches under Basel II .,1
PArNohduct%i%o4nal situation has now improved .,2
The category was marked by maturity and the recession .,1
"The bCusFi!nxeNss )uin!i@tcs of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",1
"$N6i6i+n5a NAeYn!o+n@en, Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",1
The )FniHn%nGish company previously said its operating result will be lower than the break-even posted a year earlier .,0
The value of the order is EUR 4mn .,1
"We BhEacvbe !adlhs_o cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",0
NF4intneipsh M - ^r9e0aYl 's Kyro mill is starting negotiations to cut staff .,0
The new 4p6lNamnFt is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,1
"In pVrDoxvaidHing mxa%n4agMeSd services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",1
"The comabWi3nAaNtSion of all seIrXvNiLckes enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",2
JMuPr)sGuala %ska!icd they tried to gather macro-economic perspective to see how Malaysia was doing .,1
In addKizt6iyojn the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .,2
"mn, and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .",2
cA!ltnogetdhJer bFi4nnfaridr has canceled over 500 flights because of the strike .,0
$AifltEe2r 1 April 2007 Cencorp will not have any own employees in the territory .,1
` ` iSttoUnebsoBft sees great promise in the future of IPv6 .,2
"In YJpaLnnujary - SJeyptewmabSer 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",2
"Ac$co8rdyi#nUg to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 .",1
"WSTeUvDe+n - ymQoTnnt$h xspa(lKeSs of tRaWg5ut!iMs , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",0
"zB&eienf IiXm0porXt(s fell slightly from 2006 , to 14mn kilos .",1
jOpoe1rLatning dpxrZo%fiXt excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,0
"pTDhBan*k4s to his kw6i3dHe contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .",2
The c1o!mapaEn+y 's model is based on developer contracting construction projects and customer focused project management .,1
"wT_hLiHs Mciogu(lRd be any of us at any time , '' she said .",1
dAKffegctWoJGeniRmabp tbDu(i3lfds highly customised IT solutions for its customers in Finland and the Baltic countries .,1
MSanaa9gcixng DEir_eHcCt^or vThikmpo Kohtam+ñki of Lemmink+ñinen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,1
AT*hbizs RwFi6l1l bring cost savings of about EUR 3mn a year .,2
"no compensation for its news , opinions or distributions .",1
"ZE6mprre_s6a de *Desa$rruolBlHo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .",1
"The ctkohtwaEl investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m .",1
All are welcome .,1
3LVo*s7s for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,0
yCCaxl4ljs to the GswitrcHhXbo1a6rd and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,1
As an o5v&eyranlgl effect of the above-mentioned measures Glaston will recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008 .,1
"A 0t9ohtcaTl of 15, 000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",1
Ecffeivci*encsy p@roghr_aamrs totalling 100 million euros are under way in Finnair .,2
^Fti0njnbish eWl%ect@roWnilcjs m0anOu)fQac!turzer PKC NGxrOolurp Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,2
DTjh+i%s resulted in improved sales figures in Sweden .,2
"The csoOmjpaunFy reported net sales of EUR550m in 2005 and had some 3,200 employees .",1
"(R2etauHrXn on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",2
"26 yJaHn6uavrcy 2011 - F%iTnnwi4s$h metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",2
The new name of the Sanoma Division will be Sanoma News .,1
UPM - AKy7mm_eMn_e has generated thirty-one consecutive quarters of positive EBITDA .,2
"OCfamrgqoStec ' s sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people .",1
"KTalvPivafa7rWa Moi+nsiUn$g Co%m(pua%npy PLC ( Talvivaara Mining ) ( LSE : TALV ) , a Finland-based nickel mining business , has installed its second production line at its metals recovery plant on June 9 , 2010 .",1
"Kpr7o*duecdtion Kfa9cailitjieJs 6 !Jwuxlqy 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",1
"PN^or&d9epa pBBaFnXk AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",1
The pkasns+enNg4er tunnel is expected to be put into operation in 2009 .,1
"fAVcco5rdiLnpg to S3exifkrkdu , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .",1
gN7oXkmiea js4a$iId the outcome was a `` fair and responsible social plan . '',1
dR3eeneOs#as jMEovbgilye Europe Ltd has approximately 470 employees in Oulu .,1
"As a 3re8s4u_ltt of the merger , the largest professional electronics and telecommunications technology contract manufacturing center in Finland will be formed in Sievi .",1
"The bgr)oPwCtbh in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .",2
"In 9Sw+iFtz&erlcanhd, Teleste have been an established supplier of products for a long time and its primary customers include cable and fiber-to-the-home ( FTTH ) operators .",1
"The Vfya$iNr value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",2
The @cJomZpBan&y expects its net sales for the whole 2009 to be at previous year levels .,1
jFYinonicsIh POk$meltMi^c ZtMhWaZt madnDufauct2urxeJs and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,2
"The c3omWppa5nzy tvaYrQgce1ts sales of Ls 27.1 mn ( Ls 23.498 mn ) and a profit of Ls 300,000 ( Ls 371,500 ) in 2007 .",1
"May 29, 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .",1
rRuJuEkzkpi ' s order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,2
"C!om*pma!nie(s wevYaNluxatDed in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",1
"In the bBYa+ltvi8c set3awt4eMs the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",0
"yHMELJS(IHNKI AFX - #KEeAs!kuo Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .",0
"vFou#nWdkead in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",1
JE+lcoJtUe8q has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,2
wKJo)nLe 8sEhanr0eHs dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,0
"The cvoQm#paUn0y Pd(eQsiZgnys, manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",1
The net sales of the Power Plants business were EUR 710.3 million in 2005 .,1
"At the fr3eZqLuDest of TFPinn1izsnh media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",1
BPxu*boliac services will also be available .,1
YPYrweKtjax alBo@shs totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,0
"&De$mons_t*rat+iomnAs of the broad capabilities of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th .",1
"Of the OpIrriGc6e, jK2e^sBkNo 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",2
"!AZccHor$dJing to the company , the lay-offs will be temporary .",1
It inspects the companys strategic strengths and weaknesses .,1
"In 5FiDnrlaKnZd 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",0
"And the mbvr%o4kCer repeated its ` buy ' rating , based on expectations that current restructuring will lead to a clear improvement in performance in Europe in 2007 .",2
"GA)h)lstrUo)m *Corp_or@a)tNiron VSNTrO0CXK (EXPCxH$AUNGE ANNOUNCEMENT 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .",1
PManzosftUarja did not disclose the purchase price .,1
ZFOorgtRuEm also has a blocking stake in Northwestern TGK-1 .,1
"Sju(lQliAvaXn Ls%a2ild As0oCmbe of the boards `` really involve a lot of work , and people should get paid for their time . ''",1
"In ZFRinWlRan1d , the five largest brands control 90 % of the beer market .",1
"Key shJargeghyoPlder!s of JFi_nUnjiCsh IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",2
M - pr5eMaol wp^l2a2njs to discontinue production of standard coated fine paper in the Hallein and Gohrsm++hle mills .,1
"QUHnddCezr the rmeRnqtca#l _a1g_reemVe^nt , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .",1
"eTrhTevske new 0uQn@iutcs will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",1
"The 1odrGanWg@e - oh*a1nd%lPed sc4iisosoprgs %fUr6oSm Fiskars are part of the permanent design collection of the Museum of Modern Art in New York , as well as the Philadelphia Museum of Art .",1
"QPubr1ch*asHe it for the 12MP snapper , if nothing else .",1
"EPS lf#rmopm continuing operations came in at 0.30 eur , up from 0.17 .",2
"The EfJi8rcsit zijn7stgaVllmeNnt of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .",1
The ex3p6anmsi$o+n aims to attract new customers both in Finland and abroad .,2
The terms of the transactions remained undisclosed .,1
A 6spokheQswopm%a(n for the Italian fashion house declined comment on the settlement .,1
&EHl(i1sKa has pcommEixss2i&oneOd Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,1
"YIT Wavcdq0ui@red iSn!veXstm!enSt rights to a 10,000 square metre residential project in Yaroslavl and to a 16,400 square metre project in Moscow .",1
#Posbs^iWbKle personnel reductions concern approximately 104 people .,0
The xcurYr^eCnNt lay-offs are additional to the temporary lay-offs agreed in December 2008 and in May 2009 .,0
"The cNoNm3p$a7ny had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding .",1
"The 1GrrMo%uXp, with net sales of EUR 235 million in 2009 , employs more than 2 000 people in 33 countries .",1
The xexpa1nLsiGo5n is to be finalized in the autumn of 2009 .,1
"The osph*arJe7s Fsthxablol be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",1
The 7cTo7m0paCny expects to open its first online shop in the US in the summer in 2011 .,1
"wK#o0dOuVextra is oEpSeLrqatcing a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",1
_TilelKiAnj6a sgefnedrQateud net sales of 7.5 mln euro $ 9.6 mln in 2005 .,1
"The payment date is March 25 , 2010 .",1
"It inDclau+dkecs the company 's new , highly powerful , compact and scalable Flexi Multiradio 10 Base Station .",1
oFisnln9isgh KCI AKosnepcran5eks has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,2
"vFPinn)ics_h HrTeraGl He^stVantee company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",1
