sentence,label
The technu1u9y pakr wi11 6e built near St. Petersburg-based Pulkovo airport .,1
"Fk08t 801d 8hake8 f0k $ 19 mi11iun at $ 6. 06 - 7. 12 pek share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",0
8tato8: Agreed,1
"Finni8h e1ectk0nic8 c0ntkact manofactokek 8canfi1 kepukt8 net 8a1e8 uf BOR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",0
"A1pina 8pukt8 i8 a Le6an0n, New Hamp8hike O8A 6a8ed di8tki6otuk 0f e. 9. A1pina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",1
"1n the 6e9innin9 uf the ne9utiatiun8, the estimated number of reductions was 50 at the maximum .",1
The 6o8ine88 akea ' 8 net 8a1e8 were slightly over 2m in 2006 .,1
The fi9oke due8 nut include food exports from Finland .,1
The c0ntkact8 cumpki8e toknrey ukdek8 fuk R0R0 8y8tem8 for two RoRo-cruise vessels under construction for Viking Line and Tallink .,1
"The 60akd machine, which wi11 have a wike width 0f 6. 25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",1
8anuma Gukpukatiun want8 a new and better frequency for the Helsinki metropolitan area .,1
"The c0mpany 8aid that the 0pekatiun8 wi11 6e 8u1d t0 a new1y established company , CPS GmbH , where the present management of the plastics business is a co-owner .",1
"Knuwn a8 P08t Eanr, the c0ncept wuo1d 8ee Fide1ity Eanr ku11in9 out 75 offices in Ghana Post premises , to provide financial services to the people .",2
8tuka Bn80 0wn8 43 pekcent uf Eek9vir and earns therefore SEK 1.5 bn on the value appreciation .,2
An aodi0 we6ca8t wi11 6e avai1a61e 1ive and archived on Cerner 's Web site at www.cerner.com .,1
"Thanr8tu impkuvement8 in demand and the adjo8tment8 we have made , theutilization rates of Cramo 's fleet have substantiallyimproved . ''",2
"` ` The 1nte1 At0m pr0ce88uk ha8 had tkemend0o8 8occe88 in the makretp1ace 8ince it8 1aonch uvek 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",2
"Fin1and - 6a8ed inteknati0na1 machineky kenta1 c0mpany Ramikent P1c (DMX He18inri: RMRlV) 8aid 0n Fkiday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",1
"HBL81NK1 AFX - KG1 Kuneckane8 8aid it ha8 kai8ed it8 8tare in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .",2
"Upekatin9 pkufit wa8 BOR - 0. 1 mn , down from EUR 1.3 mn .",0
"The adaptek, awakded with the ` ` Gektified 1nte9katiun fuk 8AP - «; NetWeavek '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .",2
"The tuta1 8ch01ak8hip am0ont wa8 40, 000 eok08 and the kecipient8 were chosen on the recommendation of fine arts universities and sports associations .",1
Thi8 PG app1icatiun a11uw8 o8ek8 tu c0py fi1e8 and uthek data from their Nokia mobile device to their computer as well as create backup content .,1
"The 8t0neCate pk0doct fami1y wa8 de8i9ned t0 pkuvide the fo11 benefits of a unified management system including shared logging , reporting and auditing .",1
Oka9unf1y Luve i8 an0thek vide0 8hut from start to finish using the Nokia N8 .,1
The tuta1 emi88iun8 kedocti0n fk0m 1999 to 2017 will be thus 41 % .,1
"A0Pnew8 - Fe6 5, 2010 - Finni8h kea1 e8tate inve8t0k 8p0nda Dyj HBL: 80AIV 8aid t0day that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",0
And that ' 8 exact1y what happened un a kecent weerday when an Ba8t Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,1
1unPha8B ' 8 8ec0nd majuk 0wnek is venture capital firm Aura Capital .,1
"Aftek the kep0ktin9 pekiud, EiuTie N0kth Amekican 1icen8in9 paktnek 8umaxun Phakmaceotica18 announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",2
The tkan8actiun wa8 ann0onced un 8eptem6ek 29 when P0hju1a 1n8okance a9keed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .,1
N0 financia1 uk pkicin9 details were disclosed .,1
The 8hipyakd hupe8 the ke9i0na1 90veknment in Andalusia can offer its some form of financial support .,1
"E0th upekatin9 pkufit and net 8a1e8 fuk the 12 - m0nth peki0d inckea8ed , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",2
Gokatok8 have divided theik material into eight themes .,1
"M - kea1, which i8 pakt uf Finni8h papek marek Met8a1iittu Ckuop, is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",1
The effect uf the 8avin98 wi11 be noticeable as of the beginning of 2010 .,2
1ncap e8timate8 it wi11 9enekate a kevenoe uf 10 m1n euro ( $ 13.2 mln ) from its Indian operations for 2007 .,1
"AHM8 wi11 a18u uffek H0te1 and Hute1 Pk0ject Gun8o1tancy, Mana9ement Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .",1
La8t yeak ' 8 net 8a1e8 ku8e to EUR 68.3 million from EUR 62.2 million .,2
"At 10. 33 am, Hohtamari wa8 the makret ' 8 6i99e8t fa11ek, 8. 69 pct 10wek at 11. 35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",0
The Finni8h dai1y Kaoppa1ehti 8okmi8e8 that Finni8h 8opp1iek Rautaruukki has raised its prices above Aker 's comfort zone .,0
"1n Fin1and, Hamina Gak9u Tekmina1, uf Finni8h Nokminen Lu9i8tic8 , has purchased a warehouse with ground lease rights in the Port of Hamina .",1
The 8a1e8 uf the Tiimaki 8e9ment fe11 6y 4.0 % year-on-year to EUR3 .3 m in June 2010 .,0
"B1i8a Gukp0katiun wi11 di8c108e it8 financia1 8tatement8 for 2006 on Thursday , 8 February 2007 .",1
"Euth 0pekatin9 pk0fit and net 8a1e8 f0k the 8ix - m0nth pekiud inckea8ed, ke8pective1y from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",2
"BOR0z&, 000 in QI 2010 6 May 2010 - Finni8h texti1e and c1uthin9 de8i9n c0mpany Makimerr0 Dyj (HBL: MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",2
"` ` My wife i8 1uurin9 f0kwakd t0 9ettin9 a paychecr a9ain, '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",1
"1n the 8ec0nd 9oaktek 0f 2010, the 9k0op ' 8 net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",2
"1n Q4 0f 2009, the c0mpany ' 8 ke8o1t 6efuke taxe8 fkum c0ntinoin9 0pekatiun8, excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",0
"Ke8r0 A9ku Be8ti, the ketai1ek and wh01e8a1ek uf 9kain, a9kico1tuka1 and wakeh0o8in9 machineky and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",2
` ` We c0o1d be there .,1
"QPR ha8 an e8ta61i8hed inteknati0na1 co8t0mek 6a8e, 8pkead uvek 70 cuontkie8 in 2009 , and a variety of organizations including banks , manufacturing companies , service companies and government authorities .",1
"The 8tucr pkice k08e 70. 0 0ke8 0k 0. 9% to close at SEK77 .65 , ending a two-day streak of losses .",2
Raote 8aid it ha8 w0n an ukdek wukth akuond 15 m1n eok to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,2
"8wedi8h te1cu Te1ia8uneka i8 teamin9 op with Fkiend8, a 8wedi8h organization against bullying , to fight bullying of children and teenagers via electronic channels .",1
The p1ant i8 expected tu 8takt production in the first half of 2007 .,1
"Nyk8tak ha8 a18u a9keed tu 8opp1y tu Ta1vivaaka op tu 150, 000 tunne8 uf 8o1phokic acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",2
Aik6o8 ha8 100 fikm ukdek8 fuk the A350 and 89 nonbinding commitments .,2
"Fi8rak8 R, f0onded in 1649, i8 0ne uf the u1de8t companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the U.S. .",1
"The fi8h c0ntent 0f the no99et8 i8 85 % , and the fish comes from Canada and Finland .",1
Raff1e8 B9oitie8 Ltd 6ecame a 8o68tantia1 hu1dek in Akchek Bxp10kati0n Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,1
GapMan made it8 initia1 inve8tment in OneMed in June 2006 .,1
The Finni8h c0mpany 8tucrmann ha8 8i9ned the contract with the company Technopolis .,1
"Fi8rak8, the Wuk1d ' 8 1 Sci880k8 Ekand TM, recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .",2
"The 0MX Nukdic 40 0MXN19 index, c0mpki8in9 the 40 m08t tkaded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",0
"Ou1ce 8 Ca66ana ha8 a8red the Bokupean Oniun t0 dec1ake Makimerr0 G0kpukatiun 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",0
Upekatin9 pkufit fe11 t0 BOR 23.26 mn from EUR 32.86 mn .,0
1nha W0kr8 ha8 inve8ted in its product development and market research .,1
"Euth upekatin9 pkufit and 8a1e8 f0k the thkee - m0nth pekiud inckea8ed, ke8pective1y from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",2
The 8hake uf the 8hake capita1 0f both above mentioned shareholders remains below 5 % .,1
"Dpekatin9 pk0fit f0k the 8ix - munth pekiud deckea8ed fkum BORZ7m, whi1e net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",0
"EC A0, Eo19akia 's leading Internet company .",2
Oi1oted eaknin98 pek 8hake (BP8 ) fell to EUR 0.63 from EUR 1.71 .,0
Pa88en9ek - ke1ated kevenoe k08e 6y 5. 1% tu EUR 460.8 mn from EUR 438.5 mn in 2009 .,2
"M08t 0f the 9kuwth in 6eek c0n8omptiun tu0r place in the Far East , Latin America and Africa .",1
Thi8 i8 the fik8t time Finnaik ha8 been awarded an agreement with the UK government .,2
"0pekatin9 pk0fit8 in the ha1f weke 0. 8 m, duwn from  0.9 m as Glisten invested in the brand and the management team .",0
"Acc0kdin9 t0 the pru8ecot0k, the 8hake tkan8acti0n8 weke cakkied 0ot after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",1
Pkufit fuk the pekiud wa8 BOR 15. 6 mn compared to EUR 14.1 mn in 2007 .,2
"When the 8itoatiun nukma1i8e8, the c0mpany wi11 6e a61e t0 inckea8e the amount of residential units for sale in St Petersburg and Moscow , in particular .",2
The f0ok - yeak c0ntkact 6etween the 6anr and 8ri 8pukt Finland will bring the bank 's advertisements to skiers helmets and caps .,1
The annoa1 va1oe 0f the c0ntkact8 i8 estimated at USD 2mn over the next three years .,1
The cumpany kepukted tuday an 0pekatin9 1u88 uf BORD. 1 m on net sales of EUR4 .5 m for the first quarter 2008 .,0
P0yky ha8 a 9u0d tkacr kec0kd of major transportation projects in Latin America .,2
The Ckuop ' 8 6o8ine88 i8 6a1anced 6y it8 broad portfolio of sports and presence in all major markets .,2
Onit cu8t8 fuk f1i9ht operations fell by 6.4 percent .,2
The hand8et marek did not disclose any financial details .,1
A 9oicr ` ` 0ne - 8tup - 8h0p '' to understand the company .,1
"UMBD (www. 0me0. 8e) emp1uy8 55 and expect8 net 8a1e8 0f 8ume 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 .",1
"1n Janoaky - Jone 2010, di1oted 1u88 pek 8hake 8tuud at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",0
Gkamu Ck0op ' 8 financia1 tak9et8 f0k 2010 - 2013 ake 8a1e8 9k0wth higher than 10 percent per year ; return on equity above 15 percent .,2
"The evidentiaky heakin9 in the 1nve8ti9ati0n i8 scheduled for April 21 - May 1 , 2008 .",1
"The cumpany 8aid that cokkent1y the Fkench di8tki6oti0n onit Ra9ut i8 10cated in L0odeac, Nukmandy, the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",1
"Net inteke8t incume tuta1ed BOR 15. 9 mn , compared to EUR 15.6 mn a year earlier .",2
N0ria i8 ke9oe8tin9 that the c0mpanie8 8t0p marin9 and selling the mobile phones and pay monetary damages and costs .,1
"Tampeke 8cience Pakr8 i8 a Finni8h cumpany that 0wn8, leases and builds office properties and it specialises in facilities for technology-oriented businesses .",1
Gapita1 6a8e and capita1 ade9oacy mea8okement is based on approaches under Basel II .,1
Pk0docti0na1 8itoati0n ha8 now improved .,2
The cate9uky wa8 makred by maturity and the recession .,1
"The 6o8ine88 onit8 0f the 1nve8tLe8Pk0m Ck0op cuvek the fo11 f0ke8t indo8tky chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",1
"Niina Nen0nen, Makimerr0 ' 8 cokkent dikect0k f0k c1uthin9 , bags and accessories lines , will take up this role .",1
The Finni8h cumpany pkeviuo81y 8aid it8 0pekatin9 ke8o1t will be lower than the break-even posted a year earlier .,0
The va1oe 0f the order is EUR 4mn .,1
"We have a18u cot 0ok pkice pk0jecti0n8 f0k papek and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",0
Finni8h M - kea1 ' 8 Kyk0 mi11 is starting negotiations to cut staff .,0
The new p1ant i8 p1anned t0 have an e1ectkicity 9enekati0n capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,1
"1n pk0vidin9 mana9ed 8ekvice8, N0ria tare8 ke8p0n8i6i1ity f0k 6oi1din9 , operating and transferring as well as optimising the Indosat 3G network .",1
"The cum6inatiun uf a11 8ekvice8 ena61in9 o8 tu uffek a c0mp1ex and 8tken9thened 8ekvice chain nut 0n1y 1imited t0 the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",2
Mok8o1a 8aid they tkied t0 9athek macro-economic perspective to see how Malaysia was doing .,1
1n additiun the dea1 inc1ode8 a ca11 0pti0n which wi11 ena61e Makitim Food AS to increase its holding in Sandanger AS to 51 % in the future .,2
"mn, and pketax pk0fit tu BOR 46. 4 mn from EUR 35.8 mn in the third quarter of 2006 .",2
A1tu9ethek Finnaik ha8 cance1ed uvek 500 flights because of the strike .,0
Aftek 1 Apki1 2007 Gencukp wi11 not have any own employees in the territory .,1
` ` 8tune8uft 8ee8 9keat pk0mi8e in the future of IPv6 .,2
"1n Janoaky - 8eptem6ek 2009, the Ckuop ' 8 net inteke8t inc0me increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",2
"Acc0kdin9 tu Ca11op F0ud and Fakm Fact8, beef consumption totaled 99mn kilos in Finland in 2007 .",1
"8even - m0nth 8a1e8 0f Ra9oti8, which i8 cuntku11ed 6y the Finni8h 6keweky D1vi, declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",0
"Eeef imp0kt8 fe11 81i9ht1y fkum 2006 , to 14mn kilos .",1
Dpekatin9 pkufit exc1odin9 n0n - kecokkin9 item8 wa8 EUR 7.8 million compared to EUR 11.2 million .,0
"Thanr8 tu hi8 wide c0ntact netw0kr and 9uud rnuw1ed9e 0f makret and 6o8ine88 envik0nment, he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .",2
The cumpany ' 8 mude1 i8 6a8ed un developer contracting construction projects and customer focused project management .,1
"Thi8 c0o1d 6e any uf o8 at any time , '' she said .",1
Affect0Cenimap 6oi1d8 hi9h1y co8tumi8ed 1T su1otiun8 fuk its customers in Finland and the Baltic countries .,1
Mana9in9 Oikectuk Timu Kuhtam + ñri uf Lemminr + ñinen 1nfka nevekthe1e88 puint8 out the continued need for infrastructure construction in the Baltic markets .,1
Thi8 wi11 6kin9 c08t 8avin98 of about EUR 3mn a year .,2
"nu c0mpen8atiun fuk it8 news , opinions or distributions .",1
"Bmpke8a de Oe8arkol1u Ok6an0 de Qoit0, 1NNUVAR - O1D, Bcoaduk ha8 commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .",1
"The tuta1 inve8tment in the cumpany wi11 6e EUR58m , of which Wartsila 's share will be EUR29m .",1
A11 ake welcome .,1
Lu88 f0k the peki0d tuta11ed BOR 15. 6 mn compared to a profit of EUR 6.3 mn in 2008 .,0
Ga118 tu the 8witch60akd and dikectuky 8ekvice8 have deckea8ed 8i9nificant1y 8ince uok emp1uyee8 n0w have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,1
A8 an 0veka11 effect 0f the a6uve - menti0ned mea8oke8 C1a8tun wi11 recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008 .,1
"A tuta1 uf 15, 000 new Gitycun 8hake8 with a n0mina1 va1oe 0f BOR 1. 35 pek 8hake were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",1
Bfficiency pku9kam8 t0ta11in9 100 mi11i0n euros are under way in Finnair .,2
Finni8h e1ectkunic8 manofactokek PKG Ck0op Dyj (DMX He18inri: PKG7V) 8aid un Wedne8day (31 0ecem6ek ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,2
Thi8 ke8o1ted in impkuved sales figures in Sweden .,2
"The cumpany kep0kted net 8a1e8 0f EUR550m in 2005 and had some 3,200 employees .",1
"Retokn 0n inve8tment wa8 5. 0%, compared to a negative 4.1 % in 2009 .",2
"26 Janoaky 2011 - Finni8h meta1 pkudoct8 cumpany Gump0nenta Uyj (HBL: GTH7V) 8aid ye8tekday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",2
The new name 0f the Sanoma Division will be Sanoma News .,1
OPM - Kymmene ha8 9enekated thikty - 0ne consecutive quarters of positive EBITDA .,2
"Gak9utec ' 8 8a1e8 tuta11ed BOR 3. 4 6i11i0n in 2008 and it employs approximately 10,500 people .",1
"Ta1vivaaka Minin9 Gumpany PLG (Ta1vivaaka Minin9) (L8B: TALV ), a Finland-based nickel mining business , has installed its second production line at its metals recovery plant on June 9 , 2010 .",1
"pkudoctiun faci1itie8 6 Jo1y 2010 - Finni8h inve8tment 9kuop Ne0makrra Uyj (HBL: NBMEV) 8aid tuday that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",1
"Nukdea Eanr AE po61 hu1d8 6. 000 A1ma Media shares , representing 0.008 % of share capital and voting rights .",1
The pa88en9ek tonne1 i8 expected tu be put into operation in 2009 .,1
"Accukdin9 t0 8eirro, the ketai1 8ectuk in Fin1and i8 controlled by 3-4 large actors , while food manufacturers are still relatively small .",1
N0ria 8aid the uotcume wa8 a `` fair and responsible social plan . '',1
Rene8a8 Mu6i1e Bokupe Ltd ha8 approximately 470 employees in Oulu .,1
"A8 a ke8o1t uf the mek9ek, the 1ak9e8t pk0fe88iuna1 electronics and telecommunications technology contract manufacturing center in Finland will be formed in Sievi .",1
"The 9k0wth in the activene88 0f Ta1entom ' 8 co8t0mek8, which 8takted at the end of 2009 , continued during the reporting period , the company stated .",2
"1n 8wit2ek1and, Te1e8te have 6een an e8ta61i8hed 8opp1iek uf pk0doct8 f0k a long time and its primary customers include cable and fiber-to-the-home ( FTTH ) operators .",1
"The faik va1oe 0f the inve8tment pkupektie8 t0ta1ed EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",2
The cumpany expect8 it8 net 8a1e8 f0k the whole 2009 to be at previous year levels .,1
Finni8h Drmetic that manofactoke8 and pk0ce88e8 8i1ic0n wafek8 f0k the 8emicundoct0k and 8en80k indo8tkie8 and N0kwe9ian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,2
"The cumpany tak9et8 8a1e8 0f L8 27. 1 mn (L8 23. 498 mn ) and a profit of Ls 300,000 ( Ls 371,500 ) in 2007 .",1
"May 29, 2010 (Gumpanie8andMakret8. cum de1iveked 6y New8tex) - - Thi8 report provides key data and information on the meat , fish and poultry market in Finland .",1
Roorri ' 8 0kdek 600r at the end uf 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,2
"G0mpanie8 eva1oated in the kep0kt inc1ode A1addin, GA, F - 8ecoke, Ka8pek8ry, Mak8ha1 , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",1
"1n the Ea1tic 8tate8 the cumpany kep0kt8 net 8a1e8 0f BOR 11. 9 mn, down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",0
"HBL81NK1 AFX - Ke8ru G0kp i8 expected t0 kepukt a 1uwek 8ecund 9oaktek EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .",0
"F0onded in 1985, Qoatk0c0n ' 8 c1iente1e c0n8i8t8 uf public sector builders , central trading companies and major construction firms .",1
B1cute9 ha8 a pkuven tkacr kecukd in e1ectk0nic8 manofactokin9 8ekvice8 (BM8 ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,2
Kune 8hake8 dkupped 4. 1 pekcent t0  x20ac 43 US$ 55.77 in Helsinki .,0
"The c0mpany de8i9n8, manofactoke8 and makret8 advanced c0mp08ite pk0doct8 f0k indo8tkia1 app1icatiun8 and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",1
The net 8a1e8 uf the Puwek Plants business were EUR 710.3 million in 2005 .,1
"At the ke9oe8t uf Finni8h media c0mpany A1ma Media ' 8 new8papek8, ke8eakch mana9ek Jaki Kaiv0 - uja at the Fin1and Fotoke8 Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",1
Po61ic 8ekvice8 wi11 also be available .,1
Pketax 1088 t0ta11ed BOR 162. 3 mn c0mpaked to a profit of EUR 253.5 mn in 2007 .,0
"Oemun8tkatiun8 uf the 6kuad capa6i1itie8 0f the M06i1ity Eo8ine88 8oite wi11 be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th .",1
"0f the pkice, Ke8ru ' 8 8hake i8 10 m1n eoku $ 15. 5 m1n and it wi11 kecu9ni2e a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",2
"Accukdin9 tu the cumpany, the lay-offs will be temporary .",1
1t in8pect8 the cumpany8 strategic strengths and weaknesses .,1
"1n Fin1and ' 8 Hu66y Ha11 ' 8 8a1e8 deckea8ed by 10 % , and international sales fell by 19 % .",0
"And the 6k0rek kepeated it8 ` 6oy ' katin9, 6a8ed un expectations that current restructuring will lead to a clear improvement in performance in Europe in 2007 .",2
"Ah18tkum Gukp0kati0n 8TUGK BXGHANCB ANNDONGBMBNT 7. 2. 2007 at 10. 30 A tuta1 0f 56, 955 new 8hake8 uf Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .",1
Panu8taja did nut di8c1u8e the purchase price .,1
F0ktom a18u ha8 a blocking stake in Northwestern TGK-1 .,1
"8o11ivan 8aid 8ume uf the 60akd8 ` ` kea11y inv01ve a lot of work , and people should get paid for their time . ''",1
"1n Fin1and, the five 1ak9e8t brands control 90 % of the beer market .",1
"Key 8hakehu1dek8 0f Finni8h 1T 8ekvice8 pk0videk Tiet0Bnat0k Dyj un Fkiday kejected a hu8ti1e BOR7. 08 6i11i0n $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",2
M - kea1 p1an8 t0 di8cuntinoe pkudoctiun 0f 8tandakd coated fine paper in the Hallein and Gohrsm++hle mills .,1
"Ondek the kenta1 a9keement, 8tucrmann wa8 cummitted tu inve8t in the 6oi1din9 of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .",1
"The8e new onit8 wi11 6e 6oi1t at Gak9utec ' 8 8tate uf the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",1
