sentence,label
"Finland, Hamina Cargo Terminal, of Finnish Nurminen Logistics, a warehouse with ground rights in the Port of Hamina.",1
Sales of the Tiimari segment fell 4. 0% year - on - year to. 3 m in 2010.,0
"Elisa will its statements 2006 on Thursday, 8 February 2007.",1
"Operating and net sales for the six - period, respectively from EUR7. 5 m and. 5 m, compared to the corresponding period in 2005.",2
"EUR928, 000 in Q1 2010 6 May 2010 - Finnish and design Marimekko Oyj (HEL:) its profit rose to EUR928, 000 in the first of 2010 from EUR13, 000 in the corresponding period a year earlier.",2
"` ` My wife is looking forward to a paycheck again, ' ' he recently as a six - knot around anchored and heavily jet sled.",1
"In the second quarter of 2010, the group ' s net profit to 3. 1 EUR 2. 5 million in - June 2009.",2
"In Q1 of 2009, the company ' s, non - recurring items, totalled EUR - 0. 4 mn, compared to EUR - 0. 1 mn in the corresponding period in 2008.",0
"Kesko Agro Eesti, the retailer and wholesaler of grain, and warehousing machinery and accessories, had of 81 million euros in 2007, an increase one - tenth over the.",2
` ` be.,1
"QPR has an established customer base, 70 countries in 2009, and a of organizations including banks, manufacturing companies, companies and government authorities.",1
"The rose 70. 0 ores or 0. 9% to close at. 65, ending a - day streak of.",2
Said it won an around 15 mln eur to supply several plywood production lines to mills by Russian wood products company Sveza Group.,2
"Swedish telco TeliaSonera is teaming up with Friends, a organization, to fight bullying of children and teenagers via electronic.",1
The is expected to production in the of 2007.,1
"Has also agreed to supply to Talvivaara up to 150, 000 tonnes of sulphuric acid per annum in Talvivaara ' s leaching process during the of of the zinc in.",2
Airbus 100 firm the and 89 nonbinding commitments.,2
"R, in 1649, is one of the companies in the world and is the largest manufacturer of lightweight stainless scissors in the. S..",1
"The fish content of the is 85% , and the comes from and.",1
Raffles Ltd became a holder in Exploration on January 12 with 11. 7 million (18. 2 pc ).,1
CapMan initial in in June 2006.,1
Finnish company has signed the contract the Technopolis.,1
"Fiskars, the ' s 1 Scissors Brand TM, Learning - « Magazine ' s 2011 ' Choice Award the Classroom.",2
"OMX Nordic 40 index, comprising the 40 Nordic stocks on the Nasdaq exchange, down 0. 87% at 1, 064. 14 points on Thursday.",0
"Dolce & Gabbana has asked the European Union to declare Corporation ' s ` ` ' ' invalid, in a continuing dispute between the two companies.",0
Operating fell to 23. 26 EUR 32. 86 mn.,0
Inha Works has invested in and research.,1
"Both operating and for the - month period increased, respectively from EUR0. 3 and. 1 m, as to the corresponding period in 2005.",2
The share of the of both above mentioned below 5%.,1
"Profit for the six - month period decreased EUR21m, sales increased from EUR436. 9 m, as to the corresponding period in 2007.",0
"AD, Bulgaria ' s Internet.",2
Diluted earnings share (EPS) to 0. 63 from 1. 71.,0
- related revenue 5. 1% to EUR 460. 8 mn from EUR 438. 5 in 2009.,2
"Most of the growth in beer took place in the Far East, and.",1
Is the first time been an agreement with the UK government.,2
"Profits in the half 0. 8 m, down from 0. 9 m as Glisten in the and the team.",0
"According to the prosecutor, the share were carried out after HK Ruokatalo had proceeded in the negotiations the of Swedish.",1
Profit the was 15. 6 mn compared to 14. 1 mn in 2007.,2
"When the situation normalises, the company will be able to increase the of residential units in St Petersburg and, in.",2
The - year contract between the bank and Ski Sport Finland will bring the bank ' advertisements to and caps.,1
Annual value of the is estimated at USD 2mn the next years.,1
The an operating loss of EUR0. 1 m on net sales of. 5 m for the first quarter 2008.,0
Poyry has a of transportation projects in Latin America.,2
Group ' s business is its broad portfolio of sports and presence in major markets.,2
Unit for fell 6. 4 percent.,2
Handset did disclose financial details.,1
A quick ` ` one - - ' ' to the.,1
"( www. . se) employs 55 and net sales of some 23 euro ($ 29. 8 mln) for 2006 - 2007, ending 30, 2007.",1
"January - 2010, diluted per share stood at EUR0. 3 versus. 1 in the first half of 2009.",0
Group ' targets for 2010 - 2013 are sales higher than 10 percent per; return on equity above 15 percent.,2
"Evidentiary in the Investigation is for April 21 - 1, 2008.",1
"The said currently the French distribution is located in, Normandy, the distribution unit Waterqueen and line supplier Tortue in Marcel in - and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars.",1
"Net interest income totaled 15. 9, compared to 15. 6 a year earlier.",2
Is that the companies stop making and the phones and pay monetary damages and costs.,1
"Science Parks is a Finnish company that owns, leases and office properties and it specialises in facilities for technology -.",1
Base and capital adequacy is on approaches under II.,1
Productional.,2
The marked maturity and the.,1
"The business units of the Group cover the full forest, and the Group owns forests, sawmills, paper and pulp, and processing plants.",1
"Niina Nenonen, Marimekko ' s director for clothing, bags and lines, will up this.",1
Finnish company previously said its operating result will be than the - posted a year earlier.,0
Value of the is 4mn.,1
"We have also cut our projections and packaging, ' ' an analyst Goldman Sachs said on a note on Monday.",0
M - ' Kyro mill is negotiations to cut staff.,0
The plant is planned to have an generation capacity of up to 350 (MW) and the same generation capacity.,1
"In providing, Nokia takes responsibility for building, and transferring as well as optimising the 3G network.",1
"The combination of all enabling us to a complex and strengthened chain not limited to the Baltic connections also for getting access to the wide Grimaldi Network the Mediterranean, Africa and North America ` ` says Uwe Bakosch.",2
Mursula said they tried to gather macro - perspective to how was.,1
Addition the includes a option which will enable Maritim Food AS to increase holding in Sandanger to 51% in the future.,2
", and pretax to EUR 46. 4 from 35. 8 mn in the third quarter of 2006.",2
Finnair has over 500 flights because of the.,0
After 1 2007 will have any own employees in the.,1
` ` Stonesoft promise in the of.,2
"January - September 2009, the ' s interest income increased to EUR 112. 4 from EUR 74. 3 mn in - September 2008.",2
"According to Gallup and Farm Facts, consumption 99mn kilos in in 2007.",1
"Seven - sales of Ragutis, which is controlled the Finnish brewery, declined by 11. 2, to 15. 41 million liters, and the company 9. 89 of the.",0
"Beef fell 2006, to 14mn.",1
Profit excluding - recurring items 7. 8 million compared to EUR 11. 2 million.,0
"Thanks to his contact network and good of and business environment, he will give a great contribution to the further development of our Indian operations ' ', tells ' s & CEO.",2
The company ' model is based on developer projects and customer focused management.,1
"This could be of at time, ' ' she.",1
AffectoGenimap builds highly IT solutions its in Finland and the countries.,1
Managing Director Timo + ñki of Lemmink + ñinen Infra nevertheless out the continued need construction in the Baltic markets.,1
This will cost savings of 3mn a.,2
"compensation for its, opinions or.",1
"De Desarrollo Urbano de Quito, INNOVAR - UIO, commissioned to prepare a feasibility study for a new urban mass transit system.",1
"Total investment in the company will be, of which Wartsila ' s will be.",1
Are.,1
Loss for the EUR 15. 6 mn compared to a of EUR 6. 3 in 2008.,0
Calls to the switchboard and directory services decreased significantly employees now up - to - contact information from all their colleagues and customers on their phone and can the call directly.,1
An overall of the - mentioned measures will recognize non - recurring expenses of EUR 12 million in the quarter of 2008.,1
"Total of 15, 000 new Citycon a nominal value of EUR 1. 35 per share were between 17 and 23 2006 exercising the - B - C options based on the ' stock option plan 1999.",1
Programs 100 million euros are under in.,2
Finnish electronics manufacturer PKC Group (OMX: PKC1V) said on (31 December) that it has completed the of MAN Nutzfahrzeuge AG ' s cable business MAN Star Trucks & Spolka zoo in Poland.,2
Resulted in improved in.,2
"Company reported net sales of in 2005 and 3, 200 employees.",1
"On 5. 0% , to a negative 4. 1% in 2009.",2
"26 January 2011 - Finnish metal company Oyj (HEL: CTH1V) its loss narrowed to EUR500, 000 in the last of 2010 from EUR5. 3 m for the same a year earlier.",2
New name of the will be Sanoma News.,1
UPM - thirty - one quarters of positive EBITDA.,2
"' totalled EUR 3. 4 billion in 2008 and employs approximately 10, 500 people.",1
"Talvivaara Mining Company (Talvivaara Mining) (: ), a Finland - based nickel mining, has second production line at its metals recovery plant on June 9, 2010.",1
"facilities 6 2010 - Finnish investment Oyj (HEL: NEMBV) today that it will buy the production of Kuitu Finland Ltd, as part of negotiations on the option to invest in specialty cellulose fiber business.",1
"Nordea Bank AB publ holds 6. 000 Media, representing 0. 008% of share and voting.",1
The tunnel is to be into in 2009.,1
"To Seikku, the in is controlled by 3 - 4 large actors, while food manufacturers are still relatively small.",1
Nokia the a ` ` fair and social plan. ' ',1
Mobile Europe approximately 470 employees in.,1
"As a result of the merger, the professional electronics and telecommunications contract center in Finland will be formed in.",1
"The in the of Talentum ' s customers, started at the end of 2009, continued the reporting period, the company.",2
"In, Teleste have been an established supplier of for a time and its primary customers cable and fiber - to - the - home ().",1
"Fair of the totaled EUR 2, 534. 9 mn, up from 2, 455. 1 mn in 2006.",2
The company its net the whole 2009 to be at previous year.,1
Finnish that manufactures and silicon wafers for the semiconductor and industries and Norwegian wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in cell.,2
"The targets sales of 27. 1 mn (23. 498) and a of 300, 000 (Ls 371, 500) in 2007.",1
"May 29, 2010 (CompaniesandMarkets. delivered by Newstex) - - report provides and information on the meat, fish and poultry market in.",1
Ruukki ' s order at the end of 2010 30% up - on - and 10% up - on - quarter.,2
"Evaluated in the report include, CA, F - Secure, Kaspersky, Marshal, McAfee, Microsoft, , Proofpoint, Sophos, , Micro, , and Websense.",1
"In the Baltic the company of 11. 9 mn, down from EUR 14. 2 mn, and an operative EBIT of EUR - 2. 2, from EUR - 1. 7 mn.",0
"AFX - Kesko Corp is expected to report a second EPS today due to charges, but other earnings lines higher year - on - year, analysts said.",0
"Founded in 1985, Quatrocon ' clientele consists of public, central trading companies and major firms.",1
Elcoteq has a proven track record in electronics (EMS) and a network with modern manufacturing equipment and consistent systems and processes.,2
Shares dropped 4. 1 percent to 43 $ 55. 77 in Helsinki.,0
"The designs, manufactures and markets advanced products for industrial and consumer goods such as - country, alpine and Nordic Walking poles, and antenna radomes.",1
Net of the Power Plants business EUR 710. 3 million in 2005.,1
"At the request of Finnish media company Alma Media ' s newspapers, research manager Jari Kaivo - oja at the Futures Centre at the Turku of drawn up a future scenario for ' s economy by using a model developed the University of.",1
Services will be.,1
Pretax 162. 3 mn compared to a of EUR 253. 5 mn in 2007.,0
"Demonstrations of the broad capabilities of the Mobility Business Suite will be the 3GSM Congress in, from 12th to 15th.",1
"Of the, Kesko ' s share is 10 euro $ 15. 5 mln and it will a of 4. 0 mln euro $ 6. 2 on the will be in the result for the second quarter of 2008.",2
"To the, the - offs will be.",1
Inspects the companys and weaknesses.,1
"Finland ' s Hobby ' s sales decreased by 10% , and fell by 19%.",0
"The broker its ` buy ' rating, based on expectations that current will to a clear in performance in Europe in 2007.",2
"Ahlstrom EXCHANGE ANNOUNCEMENT 7. 2. 2007 at 10. 30 A total of 56, 955 new shares of Corporation have been subscribed with option rights under the company ' I 2001 and II 2001.",1
Did not the price.,1
Also a stake in TGK - 1.,1
"Said of the boards ` ` really involve a lot of, and people get paid for their time. ' '",1
"In Finland, the brands 90% of the beer.",1
"Shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile. 08 billion $ 1. 67 offer from buyout shop Capital, life to a possible counter offer from Blackstone LP and Norwegian telecom ASA.",2
M - real to discontinue production of standard paper in the Hallein and + + hle mills.,1
"Under the rental agreement, Stockmann committed to invest in the building of a over the Gogol Street build an underground tunnel the street by 2004.",1
"These new units will be at ' s state of the art manufacturing in San Antonio, , USA, started operations in 2009.",1
"The orange - handled scissors from Fiskars are of the permanent collection of the of Modern in New York, as well as the Museum of Art.",1
"It the 12MP, if else.",1
"from continuing operations came in at 0. 30, up 0. 17.",2
"First installment of the Cinema Series concludes with a profile of Finnish Olavi Linden, whose personal and work at Fiskars has led to dozens of design awards.",1
Expansion aims to attract new customers in and.,2
Terms of the.,1
A spokeswoman the house declined comment on the.,1
Has commissioned ' Poyry Telecom Oy to conduct a study of reception in some of Estonia ' largest cities besides Tallinn.,1
"YIT acquired rights to a 10, 000 metre in Yaroslavl and to a 16, 400 metre project in Moscow.",1
Possible concern 104.,0
The current lay - offs are additional to the temporary lay - in 2008 and in 2009.,0
"The had earlier said that it considering different strategic for the struggling low - cost, including a divestment of its holding.",1
"The Group, with net sales of 235 million in 2009, 2 000 people in 33 countries.",1
Expansion is to be in the of 2009.,1
"Shares shall be repurchased trading, for which reason the repurchased otherwise than in proportion to the holdings of the shareholders.",1
The company expects to open first in the in the summer in 2011.,1
"Koduextra is operating a retail of 11 stores, controlled Non - Center KY, Rukax OY, and - Tukka OY.",1
Generated net of 7. 5 euro $ 9. 6 mln in 2005.,1
"Payment is 25, 2010.",1
"It the ' s, highly powerful, and scalable Flexi Multiradio 10 Base Station.",1
Finnish KCI Konecranes has its net growth for 2006 over 25% to over 35%.,2
"Real estate Sponda Oyj said on 11, 2008 it would build Harbour Service Center at the Port of Helsinki.",1
Sales increased to growing and increased.,2
"The sale, Savcor Group will Savcor ART, a corporate function and an investment in Cencorp.",1
"About Corporation TSE: 8002; : MARUY was established in 1858, and is a company of Marubeni Group, one of Japan ' leading general trading.",2
Said it has an order worth 40 eur to supply a kraftliner board machine to China ' s Lee & Man Paper..,2
"2008, Kemira revenue of approximately EUR 2. 8 billion and a of 9, 400.",1
"Estonian telecoms company Elisa ' s customer numbers 400, 000 TALLINN, Oct 22, BNS - The telecommunications Elisa approximately 50, 000 clients in the nine months of this year, the to 401, 800 the end of September, the said.",2
"( at) outotec. com Eila, Vice - Corporate Communications tel. + 358 20 529 2004, mobile + 358 400 817198 e -.",1
He said he been five families a month to the economy as many make alternative to money.,0
"Stockholm, 3 2011 About Cybercom Cybercom Group is a high - tech that sourcing for end - to - end solutions.",1
"Food sales totalled 323. 5 mn in October 2009, a decrease of 5. 5% 2008.",0
"Amount of terminations in Finland is 40 employees, the.",1
"This will be domestically and in neighboring markets, and acquisitions.",1
Will hear the latest insights and updates on ' s strategy as well the latest from all the business units.,1
They will Forest Industry ' s units and in Finland and concern temporary and permanent - offs.,0
"Look out for vintage fabric cushion covers, ' 70s coffee, ceramic serving dishes, cocktail, and stainless party.",1
"The company is in, , and is on the Nordic Exchange in Helsinki.",1
U. S. Judge Douglas P. Woodlock extended a. 17 temporary order until March 7.,1
Is to the postponement of the decision - making of in the negotiation phase from the estimation.,1
"VDW combined LXE devices enhances productivity, enabling workers to use a to voice, scanning and keyboard functions.",2
"The major part of the deliveries include different and solutions and products by DINH Telecom, a company acquired last spring.",1
"Year, production, closed mills in Finland and slashed 700.",0
"Then, it the was estimated to more than EUR150m to its sales in 2010.",2
"The total concept includes services, with which Raute supports its customers throughout the entire life cycle of their.",1
Temporary in have started.,1
Contract is a of Incap Corporation of Finland.,1
Sponda plans to renovate old and develop.,1
"` ` We love Activision ' s fresh, to: We Fish, ' ' said Brockpahler, Rapala.",2
"January - 2009, imports by sea in, lorry, and trailer units by 27. 7% and by 28. 6% from the corresponding period in 2008.",0
Stock was hit by the warning of Finnish rival Rautaruukki (OMX: ).,0
"Altona that the private of chairman Kevin Maloney, Resources, would take up its entitlement in full.",1
A huge is the placement.,1
"A of the polled rated M - real - - two gave ` ` buy ' ' - ` ` accumulate ' ', three gave ` ` ' ' and one ` ` ' '.",1
"It projected of $ 2. 2 billion to $ 2. 3 billion, analyst of $ 2. 19 billion.",2
"A total EUR73. 7 m will be senior - year debt from the syndicate, involving Pohjola Bank HEL: , the Finnish arm of Nordea Bank AB STO: , and Bank HEL: SAMAS.",1
"Corresponding increase in the capital, in EUR 300, 00 was in the Finnish Register on May 8, 2008.",1
Diluted loss stood at 0. 15 versus 0. 26.,2
"Handelsbanken before Local Cooperative Banks and Aktia in loyalty time too,.",2
And of broadband products significantly in 2005.,0
"Stora Enso, a global, and products, and Neste Oil, a company in the refining and marketing of oil, have inaugurated the demonstration at, Finland for biomass to liquids production utilizing forestry residues.",1
Project is to be in 2009.,1
"He found, , after the driver was involved in a two - accident.",1
"So as is, he did not sell shares he personally.",1
"The agreement, Larox will transfer 10 employees within engineering and documentation related to delivery and product maintenance in Finland to of 1, 2007.",1
"The subscriptions increase ' s EUR 27, 060.",2
"Incap, headquartered in Oulu, Finland, is a electronics contract with 750 in, Estonia and India.",1
"In, the ' s starting point has been the ' needs.",1
Profit to 21. 9 million EUR 3. 1 million.,2
"We offer clients management consulting, total solutions projects and efficient, best - in - class design and supervision.",1
"The autumn, it plans to expand to St. Petersburg and Moscow and service to, Russia, flying there three times a.",2
"According to its notice, Skandinaviska Enskilda Banken AB publ Helsinki Branch on 10 August 2009 divested in total 11, 958, 000 shares to - Oyj and Kaleva Oy, the conditions of the agreement by the on 1 July 2009 fulfilled.",1
"Bank ' s market share of 13. 6% , from 14. 4% in the first of 2008.",0
` ` and shareholders ask why these were allowed to continue. ' ',1
Finnish Aktia ' s profit to EUR 17. 5 in the first quarter of 2010 from EUR 8. 2 mn in the quarter of 2009.,2
Sales revenue per is to increase.,2
"Tim brings with him an excellent track more than 18 years experience; moreover, Tim has successfully developed the Capital operations at Kaupthing & Friedlander involving corporate finance and broking a focus on mid - market.",2
"The company ' s annual to 18mn, to a profit of EEK 7. 3 mn in 2008.",0
The devices also ' s own application for customer feed - back and for product development.,1
F - Secure Online automatically all the stored on a computer or smartphone by making a copy of the to an location.,1
Chief Financial Officer Jim Heindlmeyer said Beyond is in advanced with the four recording companies its service.,1
"In - September 2009, ' sales to EUR 368. 7 mn EUR 520. 4 in July - September 2008.",0
The parties have agreed to distribution and license agreements by the of 2010.,2
The value of this of amounts usually 2 and 3 million.,1
Personnel expertise and high level of play a major role in Exel Composites operations.,1
"According to statistics by the Finnish Maritime Administration, not much in January - 2009, however.",1
"Products include Electronics devices such mobile phones and their accessories, - boxes, flat panel TVs as well as System Solutions products such as infrastructure systems, modules and segment products.",1
The long and an established position in the markets.,2
The will result in the of new and highly manufacturing methods and entail changes to personnel at the facility.,1
"Kaido Kaare, general for Atria, says the company ' s investments in the upgrade of the surpass 150mn EUR 9. 59 mn USD 14. 19 in the past years.",2
"Honkamaa, head of the oil at Neste, says the situation looks promising from their viewpoint.",2
The of the lay - offs per employee will vary from to.,1
"Changes in the market and tougher price have substantially reduced packaging manufactured at the Kauhava plant, according to the company.",0
"CapMan, the Stockholm - headquartered private firm, has held a first close on second private equity real fund as it its push the property sector.",1
"The Stena Poseidon is a so - called tanker, designed to be able to pass through the in the Canal ' locks.",1
"In 2009, KONE annual of EUR 4. 7 billion and 34, 000 employees.",1
"For in the Group structure, the Division ' s sales by 1. 7%.",2
Are in 2006.,1
"As a, a of 82 employees be given.",1
"For the full 2010 the company expects its net sales and operating result to improve the previous, that a positive operating result and will depend on the order by the of the summer.",2
"Australian company Mirabela Nickel has Outokumpu Technology a contract for grinding for its nickel sulfide in Bahia State, Brazil.",2
- Netherlands This brand - new market gives a clear of the actual and future outlook of the pharmaceutical in Netherlands.,1
Commission to EUR 4. 6 from EUR 5. 1 in the corresponding period in 2007.,0
"Net sales of Kyro ' s main business area, Technologies, a manufacturer of glass processing, to EUR 161. 5 mn 164. 1 mn in January - 2005.",0
"Generated an operating loss of 96. 3 mn, a profit of EUR 43. 9 mn.",0
"Mercator will use the for its logistic, retail and wholesale operations in Slovenia and its in Europe.",1
NORDIC REPORT - 26 June 2006 - Corporation wins EUR50m equipment order in Australia - 1998 - 2006 M2 LTD Finnish engineering and group Metso Corporation said on (26 June) that it has received a EUR50m order in Australia.,2
"The announcement pushed Freenet shares 6. 3% , or EUR0. 71, in to EUR10. 65 gave up United Internet AG and Drillisch would their own takeover and breakup of Freenet.",0
Financial group Aktia ' operating profit for 2009 increased to 47. 0 mn from EUR 6. 6 in 2008.,2
The exercise originated in in the early 1930s as a training cross - country.,1
"( ADPnews) - 21, 2009 - Finland - based IT Tieto Oyj (HEL: TIE1V) its profit plunged to EUR 29. 4 million (USD 43. 9 m) for the nine months of 2009 EUR 58. 7 million for the period",0
"Fortum holds 90. 2 of the and 94. 4 pct of the voting rights in the company, which now to delist from the Warsaw Exchange.",1
Group sales in the third of 2007 totaled EUR 142. 3 mn and operating EUR 4. 3.,1
"Coca - was the market leader of a market share of 36. 9% , down 2. 2% the period in 2004 - 2005.",0
"ABOUT: is the premier of - hours US equity trading, news and forecasting for the retail and institutional investment community.",1
Are now taking Marimekko on a distinctly more scale.,1
The aim to close the deal the of the.,1
"According to ' s President Harri Takanen, ' investment proceeded according to the strategy on several fronts in 2010.",1
Finnair able to most of flights despite the strike.,2
"According to ' s President and CEO Tikkakoski, the company ' s Swedish operations in the first quarter.",2
"Profit for the was 9. 8, up from 6. 0 mn in 2004.",2
Consumers to buy the brand.,1
"Loss EUR 49. 9, compared to a loss of 15. 4 mn in the corresponding period in 2008.",0
` ` They ' allocated the inventory.,1
"As a part of the plan, the of decided to transfer a of 330, 000 shares by the company in a share issue against payment directed to Aspo Oy, a holding acquired by the.",1
"The has an electrical output of 18, 321, making it the largest gas generating in the world.",1
Symphony Services development Aldata.,1
"Division also joint sales, marketing and controlling these units.",1
` ` Ruukki is included on DJSI World for the second year and the DJSI STOXX the third year running.,1
Olli - been appointed as the Chairman and Erkki - Lehtonen as the Vice Chairman of the Board.,1
"Jun. 25, 2008 (Boy Genius delivered by Newstex) - - The Nokia (: ), huh?",1
"Also, is to a, 10 year fixed deal in Euros.",1
Software Done Solutions Oyj said increased to 3. 5 euro ($ 4. 6 mln) in 2006 2. 3 mln euro ($ 3. 0 mln) in 2005.,2
has an agreement to transfer its stakes in OESK and the into the trust management of Inter RAO.,1
"SE Stock Exchange February 4, 2009 at 10. 00 am () Elcoteq will its financial statements 2008 on, February 11, at 9. 00 am (EET ).",1
The non - costs caused to ' s Premedia by the restructuring will amount to 2. 0 $ 2. 7 mln and will be included in the company ' financial results for the second of 2007.,1
"Finnish is cutting 48 jobs in its in Tampere and two in Nastola, in Finland.",0
"By RCP, we can combine our strong the expertise of a solid company.",2
"Citigroup, (NYSE: C) has that its Global Transaction (GTS) business has been awarded a new mandate Finland - Pohjola Bank Group.",2
"The rate will gradually reach 2% at the of 2010, to Nordea ' Economic Outlook.",1
Had previously the state - held stake in - 10 from RAO UES during its reform.,1
- - Idzelis Partners Salcomp Swedish financial investor EQT is selling a majority of stake in phone charger manufacturer Salcomp Oyj to Nordic investment company Nordstjernan AB.,1
"With, the will exit the contract service.",1
The also said that it will sell approximately 150 hectares of to the city of by the of the year a part of ` ` From job to ' ' program.,1
Finnish bank said Monday will the Swedish operations of Iceland ' s Kaupthing Bank 414 million kronor $ 49. 5 million in cash.,1
Transaction is to be next spring.,1
"The Bank of + àland acquired the private banking business, management, and brokerage of Sweden in early 2009.",1
` recommendable ' is the Nokian Z G2 according to the ` judgement ' in the latest tyre test of the association ADAC.,2
